source_id,target_id,target_title,resolution,relationship
Concepts/Industrial visual inspection,Papers/Research/2022 - Identifying Defective Solar Cells in Electroluminescence Images Using Deep Feature Representations,2022 - Identifying Defective Solar Cells in Electroluminescence Images Using Deep Feature Representations,resolved,wikilink
Concepts/Industrial visual inspection,Papers/Research/2022 - Improving Automated Visual Fault Inspection for Semiconductor Manufacturing Using a Hybrid Multistage System of Deep Neural Networks,2022 - Improving Automated Visual Fault Inspection for Semiconductor Manufacturing Using a Hybrid Multistage System of Deep Neural Networks,resolved,wikilink
Concepts/Industrial visual inspection,Papers/Research/2022 - Procedural Synthetic Training Data Generation for AI-Based Defect Detection,2022 - Procedural Synthetic Training Data Generation for AI-Based Defect Detection,resolved,wikilink
Concepts/Industrial visual inspection,Papers/Research/2022 - SPot-the-Difference Self-Supervised Pre-training for Anomaly Detection and Segmentation,2022 - SPot-the-Difference Self-Supervised Pre-training for Anomaly Detection and Segmentation,resolved,wikilink
Concepts/Industrial visual inspection,Papers/Research/2023 - A Data Generation Method with Dual Discriminators and Regularization for Surface Defect Detection Under Limited Data,2023 - A Data Generation Method with Dual Discriminators and Regularization for Surface Defect Detection Under Limited Data,resolved,wikilink
Concepts/Industrial visual inspection,Papers/Research/2023 - A Deep-Learning-Based Approach for Aircraft Engine Defect Detection,2023 - A Deep-Learning-Based Approach for Aircraft Engine Defect Detection,resolved,wikilink
Concepts/Industrial visual inspection,Papers/Research/2023 - A Feature Memory Rearrangement Network for Visual Inspection of Textured Surface Defects,2023 - A Feature Memory Rearrangement Network for Visual Inspection of Textured Surface Defects,resolved,wikilink
Concepts/Industrial visual inspection,Papers/Research/2023 - ALADA A Lite Automatic Data Augmentation Framework for Industrial Defect Detection,2023 - ALADA A Lite Automatic Data Augmentation Framework for Industrial Defect Detection,resolved,wikilink
Concepts/Industrial visual inspection,Papers/Research/2023 - Collaborative Discrepancy Optimization for Reliable Image Anomaly Localization,2023 - Collaborative Discrepancy Optimization for Reliable Image Anomaly Localization,resolved,wikilink
Concepts/Industrial visual inspection,Papers/Research/2023 - Conditional TransGAN-Based Data Augmentation for PCB Electronic Component Inspection,2023 - Conditional TransGAN-Based Data Augmentation for PCB Electronic Component Inspection,resolved,wikilink
Concepts/Industrial visual inspection,Papers/Research/2023 - Deep-Learning-Based Automatic Detection of Photovoltaic Cell Defects in Electroluminescence Images,2023 - Deep-Learning-Based Automatic Detection of Photovoltaic Cell Defects in Electroluminescence Images,resolved,wikilink
Concepts/Industrial visual inspection,Papers/Research/2024 - Wafer Map Defect Classification Using Autoencoder-Based Data Augmentation and Convolutional Neural Network,2024 - Wafer Map Defect Classification Using Autoencoder-Based Data Augmentation and Convolutional Neural Network,resolved,wikilink
Concepts/Industrial visual inspection,Papers/Research/2025 - Sample-Imbalanced Wafer Map Defects Classification Based on Jacobian Regularized Generative Adversarial Network,2025 - Sample-Imbalanced Wafer Map Defects Classification Based on Jacobian Regularized Generative Adversarial Network,resolved,wikilink
Concepts/Industrial visual inspection,Papers/Research/2025 - SeaS Few-Shot Industrial Anomaly Image Generation with Separation and Sharing Fine-Tuning,2025 - SeaS Few-Shot Industrial Anomaly Image Generation with Separation and Sharing Fine-Tuning,resolved,wikilink
Concepts/Industrial visual inspection,Papers/Research/2025 - Wafer Map Defect Classification Using Deep Learning Framework with Data Augmentation on Imbalance Datasets,2025 - Wafer Map Defect Classification Using Deep Learning Framework with Data Augmentation on Imbalance Datasets,resolved,wikilink
Concepts/Industrial visual inspection,Papers/Review/2023 - A Systematic Review on Deep Learning with CNNs Applied to Surface Defect Detection,2023 - A Systematic Review on Deep Learning with CNNs Applied to Surface Defect Detection,resolved,wikilink
Concepts/Industrial visual inspection,Papers/Review/2023 - Deep CNN-Based Visual Defect Detection Survey of Current Literature,2023 - Deep CNN-Based Visual Defect Detection Survey of Current Literature,resolved,wikilink
Concepts/Industrial visual inspection,Papers/Review/2023 - Defect Detection Methods for Industrial Products Using Deep Learning Techniques A Review,2023 - Defect Detection Methods for Industrial Products Using Deep Learning Techniques A Review,resolved,wikilink
Concepts/Industrial visual inspection,Papers/Systems/2025 - Workpiece Surface Defect Detection Based on YOLOv11 and Edge Computing,2025 - Workpiece Surface Defect Detection Based on YOLOv11 and Edge Computing,resolved,wikilink
Concepts/Industrial visual inspection,Tasks/Defect segmentation,Defect segmentation,resolved,wikilink
Concepts/Industry 5.0,Concepts/Industrial visual inspection,Industrial visual inspection,resolved,wikilink
Concepts/Industry 5.0,Domains/Textiles/Textile and fiber inspection,Textile and fiber inspection,resolved,wikilink
Concepts/Industry 5.0,Methods/Models/Computer Vision Models/PSRT50,PSRT50,resolved,wikilink
Concepts/Industry 5.0,Papers/Research/2025 - AI-driven fabric classification,2025 - AI-driven fabric classification,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Availability Unspecified/BBMP,BBMP,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Availability Unspecified/CGD,CGD,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Availability Unspecified/KITTI,KITTI,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Availability Unspecified/LaceCls,LaceCls,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Availability Unspecified/Mobile Phone Flat Glass Defect Dataset,Mobile Phone Flat Glass Defect Dataset,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Availability Unspecified/OGD-DET,OGD-DET,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Availability Unspecified/RSGD,RSGD,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Availability Unspecified/SDR synthetic vehicle dataset,SDR synthetic vehicle dataset,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Availability Unspecified/Woven fabric defect dataset,Woven fabric defect dataset,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Private/AuGD,AuGD,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/AGDD,AGDD,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/AITEX,AITEX,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/APDDD,APDDD,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/AutoVI,AutoVI,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/Batavia and Sarga woven fabric images,Batavia and Sarga woven fabric images,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/BenchmarkELimages,BenchmarkELimages,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/Bosch Production Line Performance,Bosch Production Line Performance,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/Bosch Surface Defect Inspection Dataset,Bosch Surface Defect Inspection Dataset,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/Bottle-Cap Dataset,Bottle-Cap Dataset,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/BSData,BSData,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/BTAD,BTAD,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/CarDD,CarDD,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/CottonSFDG,CottonSFDG,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/CSDD,CSDD,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/DAGM2007,DAGM2007,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/Dataset of Solar Cells Defect Segmentation,Dataset of Solar Cells Defect Segmentation,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/DeepPCB,DeepPCB,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/Defect Spectrum,Defect Spectrum,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/DME Fabric Defect Detection Dataset,DME Fabric Defect Detection Dataset,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/DsPCBSD+,DsPCBSD+,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/EL-2019,EL-2019,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/ELPV Dataset,ELPV Dataset,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/FabricSpotDefect,FabricSpotDefect,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/FD_Dataset,FD_Dataset,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/GC10-DET,GC10-DET,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/Glass Bangle Defect Detection Classification,Glass Bangle Defect Detection Classification,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/Glass Defects,Glass Defects,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/Heat Sink Surface Defect Dataset,Heat Sink Surface Defect Dataset,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/HRIPCB,HRIPCB,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/HSS-IAD,HSS-IAD,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/Industrial-5i,Industrial-5i,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/InfraredSolarModules,InfraredSolarModules,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/KolektorSDD,KolektorSDD,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/KolektorSDD2,KolektorSDD2,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/LoHi-WELD,LoHi-WELD,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/Lusitano,Lusitano,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/Magnetic Tile Defects,Magnetic Tile Defects,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/Metal Surface Defects Dataset,Metal Surface Defects Dataset,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/MixedWM38,MixedWM38,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/MPDD,MPDD,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/MPDD2,MPDD2,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/MSD,MSD,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/MSDD,MSDD,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/MVEP,MVEP,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/MVTec AD,MVTec AD,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/MVTec AD 2,MVTec AD 2,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/MVTec Caption,MVTec Caption,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/MVTec LOCO AD,MVTec LOCO AD,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/MVTec3D,MVTec3D,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/NEU-CLS,NEU-CLS,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/NEU-DET,NEU-DET,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/NEU-SEG,NEU-SEG,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/Open Stamped Parts Dataset,Open Stamped Parts Dataset,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/PV Panel Defect Dataset,PV Panel Defect Dataset,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/PV-IV-EL,PV-IV-EL,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/PV-Multi-Defect,PV-Multi-Defect,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/PVEL-AD,PVEL-AD,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/Real-IAD,Real-IAD,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/RSW gun fault prediction benchmark dataset,RSW gun fault prediction benchmark dataset,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/Severstal Steel Defect Dataset,Severstal Steel Defect Dataset,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/SolarDK,SolarDK,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/SSGD,SSGD,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/Structural Adhesive Defects Dataset,Structural Adhesive Defects Dataset,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/Thermal PV Panel Detection and Fault Detection Dataset for UAV-Based Inspection,Thermal PV Panel Detection and Fault Detection Dataset for UAV-Based Inspection,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/Tianchi aluminium profile surface defect dataset,Tianchi aluminium profile surface defect dataset,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/Tianchi-TILE,Tianchi-TILE,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/TILDA,TILDA,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/VisA,VisA,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/WM-811K,WM-811K,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/Workpiece surface defect dataset,Workpiece surface defect dataset,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/X-SDD,X-SDD,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Datasets/Public/ZJU-Leaper,ZJU-Leaper,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Domains/Automotive/Automotive damage assessment,Automotive damage assessment,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Domains/Automotive/Automotive manufacturing,Automotive manufacturing,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Domains/Automotive/Autonomous driving,Autonomous driving,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Domains/Glass/Glass inspection,Glass inspection,resolved,wikilink
Concepts/Negative performance effects of image data augmentation,Domains/Multi-Industry Anomaly Detection/Multi-industry anomaly detection,Multi-industry anomaly detection,resolved,wikilink
